farmer_username,product_name,price,description,is_organic,grade_score
farmerzparikh,Cauliflower,53.81,"Organic Cauliflower, Grade B, from Tamil Nadu, freshly harvested",1,2
farmeroviyadhawan,Cauliflower,63.84,"Organic Cauliflower, Grade A, from Gujarat, premium quality, Eaque maiores neque soluta dignissimos.",1,3
farmersaanvisur,Okra,31.82,"Conventional Okra, Grade C, from Gujarat, premium quality",0,1
farmerdiptachoudhury,Onions,53.57,"Conventional Onions, Grade A, from Tamil Nadu, hand-picked",0,3
farmersathvikkeer,Wheat,10.0,"Conventional Wheat, Grade C, from Maharashtra, premium quality, Nemo magnam natus in.",0,1
farmeraarinibiswas,Wheat,17.58,"Organic Wheat, Grade C, from Punjab, freshly harvested, Vero saepe tempore.",1,1
farmerchameli34,Oranges,114.58,"Conventional Oranges, Grade A, from Gujarat, locally grown, Quia tempora possimus.",0,3
farmerfalakdatta,Carrots,81.31,"Conventional Carrots, Grade A, from Tamil Nadu, locally grown",0,3
farmerbsachdeva,Green Peas,72.1,"Conventional Green Peas, Grade A, from Uttar Pradesh, locally grown",0,3
farmerudyati11,Tomatoes,81.39,"Organic Tomatoes, Grade A, from Maharashtra, locally grown, Quidem vitae eveniet ipsam laboriosam.",1,3
farmerraghavpathak,Tomatoes,60.01,"Conventional Tomatoes, Grade A, from Uttar Pradesh, premium quality",0,3
farmernkalita,Potatoes,58.98,"Conventional Potatoes, Grade A, from Maharashtra, farm-fresh, Tempora voluptatibus quaerat velit.",0,3
farmerchakrabortyvamakshi,Rice,76.49,"Organic Rice, Grade C, from Tamil Nadu, hand-picked, Totam atque.",1,1
farmeroshapillai,Tomatoes,21.31,"Conventional Tomatoes, Grade C, from Uttar Pradesh, hand-picked",0,1
farmerwilliam42,Rice,55.37,"Organic Rice, Grade C, from Maharashtra, farm-fresh",1,1
farmerqchahal,Wheat,50.02,"Organic Wheat, Grade A, from Gujarat, locally grown",1,3
farmerppatil,Mangoes,196.55,"Conventional Mangoes, Grade C, from Maharashtra, hand-picked",0,1
farmerrehaan59,Okra,73.28,"Conventional Okra, Grade A, from Gujarat, farm-fresh, Iure nulla at cumque.",0,3
farmerorindercheema,Spinach,16.33,"Organic Spinach, Grade B, from Karnataka, locally grown",1,2
farmerwridesh66,Wheat,20.93,"Conventional Wheat, Grade B, from Punjab, hand-picked",0,2
farmerksachdev,Potatoes,32.29,"Organic Potatoes, Grade B, from Karnataka, farm-fresh, Fugiat sequi repellendus.",1,2
farmerrayupadhriti,Oranges,84.18,"Conventional Oranges, Grade B, from Gujarat, freshly harvested",0,2
farmerturvivarma,Carrots,84.62,"Conventional Carrots, Grade A, from Punjab, farm-fresh",0,3
farmerisachdeva,Mangoes,199.85,"Conventional Mangoes, Grade C, from Gujarat, premium quality",0,1
farmerinayadeol,Bananas,41.6,"Conventional Bananas, Grade C, from Maharashtra, freshly harvested",0,1
farmerkabir53,Cabbage,36.08,"Conventional Cabbage, Grade B, from Punjab, freshly harvested",0,2
farmerneelima63,Cauliflower,86.79,"Organic Cauliflower, Grade A, from Maharashtra, premium quality",1,3
farmerpdayal,Okra,73.51,"Organic Okra, Grade A, from Punjab, freshly harvested",1,3
farmerqadimtata,Carrots,80.93,"Conventional Carrots, Grade A, from Karnataka, hand-picked",0,3
farmerfkant,Onions,37.14,"Organic Onions, Grade C, from Tamil Nadu, locally grown",1,1
farmerpantviraj,Tomatoes,75.16,"Organic Tomatoes, Grade A, from Punjab, hand-picked",1,3
farmerbhattihemal,Wheat,21.95,"Organic Wheat, Grade C, from Maharashtra, hand-picked",1,1
farmerhvarghese,Bananas,83.71,"Organic Bananas, Grade A, from Karnataka, freshly harvested, Assumenda amet id.",1,3
farmerlakshmi75,Oranges,79.4,"Conventional Oranges, Grade C, from Punjab, farm-fresh",0,1
farmerquincyjain,Oranges,58.99,"Conventional Oranges, Grade C, from Uttar Pradesh, freshly harvested",0,1
farmerwnaidu,Onions,38.1,"Conventional Onions, Grade B, from Karnataka, farm-fresh",0,2
farmergabayashawini,Mangoes,221.39,"Conventional Mangoes, Grade A, from Uttar Pradesh, freshly harvested",0,3
farmerharrisonseth,Apples,183.01,"Conventional Apples, Grade A, from Punjab, premium quality",0,3
farmerwyatt41,Cauliflower,30.47,"Conventional Cauliflower, Grade B, from Karnataka, hand-picked",0,2
farmerkulkarnidaniel,Cauliflower,34.96,"Conventional Cauliflower, Grade B, from Uttar Pradesh, premium quality, Blanditiis odio necessitatibus.",0,2
farmermeghana40,Okra,83.0,"Organic Okra, Grade A, from Maharashtra, farm-fresh",1,3
farmervidhiupadhyay,Cabbage,41.6,"Organic Cabbage, Grade B, from Maharashtra, freshly harvested, Earum vel assumenda.",1,2
farmerekapadkhanna,Onions,64.65,"Organic Onions, Grade A, from Tamil Nadu, farm-fresh",1,3
farmerdhruv24,Cauliflower,62.56,"Conventional Cauliflower, Grade A, from Uttar Pradesh, freshly harvested",0,3
farmerchaitanya24,Wheat,44.93,"Conventional Wheat, Grade B, from Uttar Pradesh, premium quality",0,2
farmertanish75,Tomatoes,63.02,"Conventional Tomatoes, Grade A, from Uttar Pradesh, locally grown",0,3
farmerqbahri,Green Peas,66.84,"Conventional Green Peas, Grade B, from Punjab, premium quality",0,2
farmershankarveer,Okra,46.2,"Organic Okra, Grade C, from Punjab, farm-fresh",1,1
farmerchaitaly61,Cabbage,77.26,"Organic Cabbage, Grade A, from Uttar Pradesh, freshly harvested",1,3
farmerfiyazsampath,Apples,191.58,"Organic Apples, Grade B, from Maharashtra, locally grown, Ducimus animi sit eligendi distinctio.",1,2
farmerhgupta,Potatoes,24.38,"Organic Potatoes, Grade B, from Gujarat, hand-picked",1,2
farmerarunima15,Carrots,72.74,"Organic Carrots, Grade B, from Tamil Nadu, hand-picked",1,2
farmerchaayabaria,Wheat,37.57,"Organic Wheat, Grade C, from Gujarat, locally grown",1,1
farmerleenanazareth,Rice,67.39,"Conventional Rice, Grade A, from Punjab, locally grown, Occaecati inventore porro exercitationem.",0,3
farmerjradhakrishnan,Oranges,66.33,"Conventional Oranges, Grade C, from Punjab, freshly harvested, Facilis eius odit itaque sit.",0,1
farmeruganguly,Carrots,74.99,"Conventional Carrots, Grade A, from Uttar Pradesh, premium quality, Ex culpa cumque.",0,3
farmernigamfalan,Potatoes,58.86,"Conventional Potatoes, Grade A, from Punjab, farm-fresh",0,3
farmerxbhatnagar,Rice,84.4,"Conventional Rice, Grade A, from Tamil Nadu, premium quality",0,3
farmerkotariya,Tomatoes,25.08,"Conventional Tomatoes, Grade C, from Maharashtra, locally grown, Explicabo laboriosam.",0,1
farmervasudha59,Oranges,84.16,"Organic Oranges, Grade C, from Karnataka, farm-fresh",1,1
farmerhmistry,Tomatoes,72.52,"Organic Tomatoes, Grade A, from Gujarat, freshly harvested",1,3
farmermegha18,Carrots,40.06,"Organic Carrots, Grade C, from Uttar Pradesh, locally grown",1,1
farmerqasim99,Spinach,10.43,"Organic Spinach, Grade C, from Gujarat, premium quality, Tempore porro voluptatibus at.",1,1
farmerbaradurvashi,Mangoes,191.04,"Conventional Mangoes, Grade C, from Uttar Pradesh, freshly harvested",0,1
farmermeghana12,Mangoes,180.33,"Conventional Mangoes, Grade C, from Gujarat, locally grown, Repellat praesentium vel.",0,1
farmerwriddhish08,Bananas,55.27,"Conventional Bananas, Grade B, from Tamil Nadu, freshly harvested, Laudantium officiis.",0,2
farmerkevin13,Green Peas,72.83,"Organic Green Peas, Grade C, from Maharashtra, locally grown",1,1
farmerjairaj23,Oranges,116.01,"Organic Oranges, Grade A, from Uttar Pradesh, freshly harvested",1,3
farmerranbir84,Onions,32.9,"Conventional Onions, Grade C, from Gujarat, hand-picked",0,1
farmerbbali,Okra,54.63,"Conventional Okra, Grade B, from Tamil Nadu, hand-picked, Culpa molestiae cumque.",0,2
farmerryan48,Potatoes,28.43,"Conventional Potatoes, Grade C, from Karnataka, hand-picked, Reiciendis non.",0,1
farmermohanom,Green Peas,78.37,"Conventional Green Peas, Grade A, from Karnataka, hand-picked",0,3
farmerjairajraghavan,Mangoes,266.45,"Organic Mangoes, Grade B, from Uttar Pradesh, locally grown",1,2
farmerwazir10,Rice,79.89,"Organic Rice, Grade C, from Punjab, hand-picked, Ad beatae ex.",1,1
farmerxavier78,Rice,38.24,"Conventional Rice, Grade C, from Karnataka, farm-fresh",0,1
farmeramruta54,Okra,51.9,"Conventional Okra, Grade C, from Karnataka, locally grown",0,1
farmerbadaminidra,Rice,64.24,"Conventional Rice, Grade C, from Gujarat, locally grown, Iste ipsam facere pariatur.",0,1
farmerkritikathakur,Green Peas,73.01,"Conventional Green Peas, Grade B, from Uttar Pradesh, farm-fresh",0,2
farmerwadhwagunbir,Wheat,51.24,"Conventional Wheat, Grade A, from Gujarat, locally grown",0,3
farmerdarikasrinivasan,Bananas,49.28,"Organic Bananas, Grade C, from Punjab, farm-fresh",1,1
farmermanyadeo,Rice,67.88,"Conventional Rice, Grade B, from Uttar Pradesh, locally grown, Praesentium dolor et delectus.",0,2
farmerhemal46,Wheat,14.32,"Organic Wheat, Grade C, from Gujarat, farm-fresh",1,1
farmervritti61,Apples,148.4,"Conventional Apples, Grade B, from Maharashtra, locally grown, Officia quis error nemo vitae.",0,2
farmerkashvi09,Rice,81.82,"Organic Rice, Grade C, from Tamil Nadu, hand-picked, Et dolore illum ratione.",1,1
farmerudant96,Green Peas,92.84,"Organic Green Peas, Grade B, from Maharashtra, hand-picked",1,2
farmerlohitahuja,Rice,80.31,"Organic Rice, Grade C, from Uttar Pradesh, freshly harvested",1,1
farmerbarianiharika,Mangoes,200.4,"Conventional Mangoes, Grade C, from Karnataka, freshly harvested",0,1
farmeraloke,Green Peas,99.45,"Organic Green Peas, Grade A, from Tamil Nadu, hand-picked",1,3
farmerdev03,Green Peas,64.8,"Organic Green Peas, Grade B, from Punjab, locally grown",1,2
farmerfshukla,Onions,11.76,"Conventional Onions, Grade C, from Tamil Nadu, freshly harvested",0,1
farmercguha,Wheat,41.74,"Conventional Wheat, Grade B, from Uttar Pradesh, farm-fresh, Modi dolorum quas tenetur.",0,2
farmerkashvi24,Mangoes,183.31,"Conventional Mangoes, Grade C, from Karnataka, locally grown",0,1
farmerliammann,Cauliflower,49.2,"Conventional Cauliflower, Grade A, from Gujarat, freshly harvested",0,3
farmersuhani92,Spinach,18.62,"Organic Spinach, Grade C, from Maharashtra, premium quality, Sequi maiores soluta.",1,1
farmerkmurty,Green Peas,58.96,"Conventional Green Peas, Grade C, from Uttar Pradesh, locally grown",0,1
farmersaksham92,Apples,229.21,"Organic Apples, Grade A, from Karnataka, freshly harvested",1,3
farmerzsaha,Tomatoes,69.02,"Conventional Tomatoes, Grade A, from Uttar Pradesh, premium quality, Laudantium placeat corrupti.",0,3
farmervihaandutt,Cabbage,22.09,"Conventional Cabbage, Grade C, from Uttar Pradesh, farm-fresh",0,1
farmervihaandevi,Potatoes,15.56,"Conventional Potatoes, Grade C, from Maharashtra, locally grown, Aut maxime autem facilis.",0,1
farmergchander,Green Peas,59.45,"Conventional Green Peas, Grade C, from Karnataka, hand-picked",0,1
farmerbaljiwan67,Apples,174.93,"Conventional Apples, Grade A, from Uttar Pradesh, freshly harvested",0,3
farmerochadha,Green Peas,53.57,"Conventional Green Peas, Grade C, from Gujarat, hand-picked",0,1
farmerkashyapekani,Rice,112.12,"Organic Rice, Grade A, from Gujarat, premium quality",1,3
farmershroffdalaja,Okra,67.12,"Organic Okra, Grade C, from Karnataka, premium quality",1,1
farmerbachittarpatel,Wheat,17.11,"Conventional Wheat, Grade C, from Karnataka, hand-picked, Doloribus ab reiciendis tempore.",0,1
farmerbuchvrinda,Okra,87.13,"Organic Okra, Grade A, from Karnataka, freshly harvested, Voluptate soluta perferendis.",1,3
farmersamakshrajan,Potatoes,17.29,"Organic Potatoes, Grade C, from Tamil Nadu, hand-picked, Hic temporibus magnam veritatis a.",1,1
farmerdanikrishna,Cabbage,53.08,"Organic Cabbage, Grade B, from Maharashtra, locally grown, Illo aut cupiditate.",1,2
farmerpaumaanav,Apples,154.05,"Conventional Apples, Grade C, from Punjab, freshly harvested",0,1
farmernahluwalia,Onions,72.52,"Organic Onions, Grade A, from Maharashtra, freshly harvested",1,3
farmerkritika16,Cabbage,28.26,"Conventional Cabbage, Grade B, from Maharashtra, hand-picked",0,2
farmerdiya55,Rice,97.65,"Organic Rice, Grade A, from Punjab, farm-fresh",1,3
farmerzchoudhry,Okra,75.97,"Conventional Okra, Grade A, from Maharashtra, hand-picked, Quam repellendus libero aliquid id.",0,3
farmerjanijagvi,Onions,47.33,"Organic Onions, Grade A, from Punjab, hand-picked",1,3
farmerduttaranbir,Apples,228.3,"Organic Apples, Grade A, from Uttar Pradesh, premium quality",1,3
farmeradvaymander,Onions,26.78,"Organic Onions, Grade C, from Maharashtra, hand-picked",1,1
farmerybedi,Bananas,46.99,"Conventional Bananas, Grade B, from Punjab, locally grown",0,2
farmerhsrivastava,Okra,63.65,"Organic Okra, Grade C, from Tamil Nadu, hand-picked",1,1
farmerbhattiladli,Green Peas,68.23,"Organic Green Peas, Grade B, from Uttar Pradesh, locally grown",1,2
farmerisaacmangat,Spinach,43.7,"Conventional Spinach, Grade A, from Uttar Pradesh, hand-picked",0,3
farmersakshambabu,Cauliflower,54.49,"Conventional Cauliflower, Grade A, from Karnataka, freshly harvested, Maxime eius.",0,3
farmerpbehl,Mangoes,271.9,"Organic Mangoes, Grade B, from Karnataka, freshly harvested",1,2
farmerdarya,Mangoes,193.18,"Conventional Mangoes, Grade B, from Uttar Pradesh, hand-picked",0,2
farmerduaayaan,Wheat,28.62,"Organic Wheat, Grade C, from Uttar Pradesh, locally grown",1,1
farmersbatra,Bananas,70.69,"Conventional Bananas, Grade A, from Uttar Pradesh, farm-fresh",0,3
farmerwyatt97,Carrots,82.17,"Organic Carrots, Grade A, from Punjab, farm-fresh",1,3
farmerakothari,Wheat,34.79,"Organic Wheat, Grade C, from Tamil Nadu, farm-fresh",1,1
farmerdevanshkar,Cauliflower,26.4,"Conventional Cauliflower, Grade C, from Punjab, locally grown",0,1
farmersaichand,Wheat,40.8,"Organic Wheat, Grade B, from Gujarat, farm-fresh",1,2
farmerurai,Potatoes,57.12,"Organic Potatoes, Grade A, from Karnataka, locally grown",1,3
farmergerasai,Tomatoes,49.43,"Conventional Tomatoes, Grade B, from Karnataka, locally grown",0,2
farmercboase,Mangoes,289.97,"Organic Mangoes, Grade A, from Uttar Pradesh, farm-fresh",1,3
farmerltailor,Bananas,75.64,"Organic Bananas, Grade B, from Punjab, locally grown",1,2
farmergsubramaniam,Rice,43.35,"Conventional Rice, Grade C, from Maharashtra, hand-picked, Aperiam animi.",0,1
farmerxsodhi,Tomatoes,36.58,"Conventional Tomatoes, Grade B, from Uttar Pradesh, premium quality",0,2
farmerisaiah69,Green Peas,46.32,"Conventional Green Peas, Grade C, from Uttar Pradesh, premium quality",0,1
farmermerchantsarthak,Cabbage,57.83,"Organic Cabbage, Grade B, from Punjab, premium quality",1,2
farmerladlijha,Green Peas,85.67,"Conventional Green Peas, Grade A, from Karnataka, premium quality",0,3
farmeroprashad,Cauliflower,33.41,"Conventional Cauliflower, Grade B, from Tamil Nadu, locally grown",0,2
farmerandrewwali,Bananas,58.71,"Conventional Bananas, Grade B, from Maharashtra, freshly harvested, Quisquam soluta error omnis.",0,2
farmerpradhandarika,Oranges,85.8,"Organic Oranges, Grade C, from Punjab, locally grown",1,1
farmerdanikrishna,Potatoes,18.59,"Organic Potatoes, Grade C, from Maharashtra, hand-picked",1,1
farmeraarushloyal,Carrots,65.1,"Conventional Carrots, Grade A, from Maharashtra, hand-picked",0,3
farmertripti15,Cabbage,30.78,"Conventional Cabbage, Grade B, from Karnataka, premium quality",0,2
farmeragade,Spinach,29.9,"Organic Spinach, Grade B, from Karnataka, freshly harvested",1,2
farmerpahaldar,Carrots,62.07,"Conventional Carrots, Grade A, from Gujarat, locally grown, Suscipit nobis cum.",0,3
farmerprishahayer,Wheat,27.06,"Organic Wheat, Grade B, from Gujarat, premium quality, Corporis vel distinctio est.",1,2
farmerabhirammanda,Apples,205.35,"Organic Apples, Grade B, from Karnataka, premium quality",1,2
farmerforum21,Rice,91.92,"Organic Rice, Grade A, from Tamil Nadu, hand-picked, Illum asperiores.",1,3
farmerbahadurjit45,Oranges,99.82,"Organic Oranges, Grade B, from Tamil Nadu, premium quality",1,2
farmeranandkrishna,Bananas,42.32,"Organic Bananas, Grade C, from Uttar Pradesh, farm-fresh",1,1
farmerasane,Okra,49.22,"Conventional Okra, Grade C, from Punjab, premium quality",0,1
farmerchandrasamar,Spinach,10.0,"Organic Spinach, Grade C, from Karnataka, locally grown",1,1
farmernitara03,Bananas,72.73,"Conventional Bananas, Grade A, from Karnataka, freshly harvested, Velit expedita pariatur incidunt nisi.",0,3
farmerbanjeetkhare,Wheat,35.89,"Conventional Wheat, Grade B, from Karnataka, premium quality",0,2
farmerbenjamin57,Rice,90.9,"Conventional Rice, Grade A, from Tamil Nadu, locally grown, Fugit eligendi voluptatem rem.",0,3
farmerchatreshvarughese,Onions,20.92,"Conventional Onions, Grade C, from Maharashtra, hand-picked, Possimus numquam voluptas.",0,1
farmersarthak45,Okra,38.97,"Conventional Okra, Grade B, from Maharashtra, locally grown, Commodi optio quaerat repudiandae ipsam.",0,2
farmervictorbutala,Spinach,39.5,"Organic Spinach, Grade A, from Tamil Nadu, locally grown",1,3
farmergavin61,Apples,228.55,"Organic Apples, Grade A, from Karnataka, freshly harvested",1,3
farmeratwalvarsha,Green Peas,63.89,"Conventional Green Peas, Grade C, from Tamil Nadu, farm-fresh, Debitis consequuntur alias delectus.",0,1
farmergirishdixit,Cabbage,69.95,"Organic Cabbage, Grade A, from Tamil Nadu, premium quality, Tenetur vitae tempora nesciunt.",1,3
farmerkala75,Cabbage,19.06,"Conventional Cabbage, Grade C, from Tamil Nadu, freshly harvested",0,1
farmersainijagat,Potatoes,52.36,"Organic Potatoes, Grade A, from Tamil Nadu, hand-picked, Maxime aspernatur cupiditate minima.",1,3
farmerboraaarush,Mangoes,242.69,"Organic Mangoes, Grade C, from Uttar Pradesh, premium quality",1,1
farmerjagrati17,Okra,43.25,"Conventional Okra, Grade B, from Maharashtra, locally grown",0,2
farmersankarharita,Rice,89.8,"Organic Rice, Grade A, from Tamil Nadu, freshly harvested",1,3
farmerindali09,Spinach,54.82,"Organic Spinach, Grade A, from Maharashtra, locally grown, Aperiam consequatur.",1,3
farmerwazirapte,Spinach,26.9,"Organic Spinach, Grade C, from Tamil Nadu, premium quality, Porro saepe unde rerum omnis.",1,1
farmerwahabvarty,Bananas,44.06,"Conventional Bananas, Grade C, from Karnataka, farm-fresh",0,1
farmerlopapau,Tomatoes,59.75,"Conventional Tomatoes, Grade A, from Tamil Nadu, locally grown, Placeat illo nam ea.",0,3
farmernsankar,Green Peas,48.72,"Conventional Green Peas, Grade B, from Gujarat, premium quality, Minima modi culpa nobis quo.",0,2
farmerpurileela,Wheat,36.29,"Organic Wheat, Grade C, from Uttar Pradesh, locally grown",1,1
farmerykhare,Onions,24.98,"Organic Onions, Grade C, from Gujarat, locally grown, Ut omnis voluptate repellat.",1,1
farmerqbakshi,Onions,52.1,"Organic Onions, Grade A, from Tamil Nadu, farm-fresh",1,3
farmerudeo,Oranges,114.26,"Conventional Oranges, Grade A, from Karnataka, locally grown, Accusantium voluptates recusandae incidunt.",0,3
farmerlajitakaur,Apples,196.94,"Organic Apples, Grade B, from Tamil Nadu, farm-fresh",1,2
